.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,X,X,X,X,X,X,X,X,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,X,X,X,.,.,.,.,.,.,.,.,.,.,X,X,X,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
.,.,.,.,.,.,.,.,.,L,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,X,X,X,X,X,X,X,X,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,X,X,X,.,6,.,.,.,.,.,.,.,.,X,X,X,.,.,.,7,.,.,.,.,.,.,.,.,.,E,.,.,.,.
.,.,.,.,.,.,.,.,.,L,X,X,X,X,X,X,X,X,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,X,X,X,.,.,.,.,.,.,.,.,.,.,.,.,X,X,X,.,.,.,.,.,.,.,.,.,.,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
.,.,.,.,.,.,.,.,.,L,X,X,X,X,X,X,X,X,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,X,X,X,.,.,5,.,.,.,.,.,.,.,.,.,X,X,X,.,.,.,.,.,.,.,.,.,.,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
.,.,.,.,.,.,.,.,.,L,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,X,X,X,.,.,.,.,.,.,.,.,.,.,X,X,X,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
.,.,.,.,.,.,.,.,.,L,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,X,X,X,.,.,4,.,.,.,.,.,.,.,X,X,X,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
.,.,.,.,.,.,.,.,.,L,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,X,X,X,.,.,.,.,.,.,.,.,.,.,.,.,X,X,X,.,.,.,.,.,.,.,.,.,.,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
.,.,.,.,.,.,.,.,.,L,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,L,.,.,.,.,.,.,.,.,.,.,.,.,.,X,X,X,.,.,.,.,.,.,.,.,.,.,.,.,X,X,X,.,.,.,.,.,.,.,.,.,.,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
.,.,.,.,.,.,.,.,.,L,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,L,X,X,X,.,.,.,.,.,.,.,.,.,.,X,X,X,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
.,.,.,.,.,.,.,.,.,L,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,L,X,X,X,.,.,3,.,.,.,.,.,.,.,X,X,X,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
.,.,.,.,.,.,.,.,.,L,.,.,.,.,.,X,X,X,.,.,.,.,.,.,.,.,.,.,.,L,X,X,X,.,.,.,.,.,.,.,.,.,.,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
.,.,.,.,.,.,.,.,.,L,.,.,.,.,.,X,X,X,.,.,.,.,.,.,.,.,.,.,.,L,X,X,X,.,.,.,.,.,.,.,.,.,.,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
.,.,.,.,.,.,.,.,.,L,.,.,.,.,.,X,X,X,.,.,.,.,.,.,.,.,.,.,.,L,.,.,.,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
.,.,S,.,.,1,.,.,.,L,.,.,.,.,.,X,X,X,.,.,2,.,.,.,.,.,.,.,.,L,.,.,.,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
