.,.,.,.,.,.,.,.,.,.,.,.,.,.,L,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
.,.,.,.,.,.,.,.,.,.,.,.,.,.,L,.,.,H,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
.,.,.,.,.,.,.,.,.,.,.,.,.,.,L,X,X,X,.,.,.,.,.,.,.,.,.,.,.,.,X,X,X,.,.,.,.,.,.,.,.,.,.,.,.,X,X,X,.,.,.,.,.,.,.,.,.,.,.,.,X,X,X,.,.,.,.,.,.,.,.,.,.,.,.,X,X,X,.,.,.,.,.,.,.,.,.,.,.,.,X,X,X,.,.,.,.,.,.,.,.,.,.,.,.,X,X,X,.,.,.,.,.,.,.,.,.,.,.,.
.,.,.,.,.,.,.,.,.,.,.,.,.,.,L,X,X,X,.,.,.,.,.,.,.,.,.,.,.,.,X,X,X,.,.,.,.,.,.,.,.,.,.,.,.,X,X,X,.,.,.,.,.,.,.,.,.,.,.,.,X,X,X,.,.,.,.,.,.,.,.,.,.,.,.,X,X,X,.,.,.,.,.,.,.,.,.,.,.,.,X,X,X,.,.,.,.,.,.,.,.,.,.,.,.,X,X,X,.,.,.,.,.,.,.,.,.,.,.,.
.,.,.,.,.,.,.,.,.,.,.,.,.,.,L,X,X,X,.,.,.,.,.,.,.,.,.,.,.,.,X,X,X,.,.,.,.,.,.,.,.,.,.,.,.,X,X,X,.,.,.,.,.,.,.,.,.,.,.,.,X,X,X,.,.,.,.,.,.,.,.,.,.,.,.,X,X,X,.,.,.,.,.,.,.,.,.,.,.,.,X,X,X,.,.,.,.,.,.,.,.,.,.,.,.,X,X,X,.,.,.,.,.,.,.,.,.,.,.,.
.,.,.,.,.,S,.,.,.,.,.,.,.,.,L,X,X,X,.,.,1,.,.,.,.,.,.,.,.,.,X,X,X,.,.,.,.,.,.,.,.,.,.,.,.,X,X,X,.,.,1,.,.,.,.,.,.,.,.,.,X,X,X,.,.,.,.,.,.,.,.,.,.,.,.,X,X,X,.,.,1,.,.,.,.,.,.,.,.,.,X,X,X,.,.,.,.,.,.,.,.,.,.,.,.,X,X,X,.,.,1,.,.,.,.,.,.,.,.,.
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
