X,X,X,X,X,X,X,X,X,X,X,X,.,.,X,X,X,X,.,.,X,X,X,X,.,.,X,X,X,X,.,.,X,X,X,X,.,.,X,X,X,X,X,X,X,X,X,X,X,X
.,.,.,.,.,.,.,.,.,.,.,.,X,X,.,.,.,.,.,.,.,.,X,X,.,.,.,.,.,.,.,.,.,.,X,X,.,.,.,.,.,.,.,.,.,.,.,.,.,.
.,.,.,.,.,.,.,.,.,.,.,.,X,X,.,.,.,.,.,.,.,.,X,X,.,.,.,.,.,.,.,.,.,.,X,X,.,.,.,.,.,.,.,.,.,.,.,.,.,.
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
.,.,.,.,.,.,.,.,X,X,.,.,.,.,.,.,X,X,.,.,3,.,.,.,X,X,.,.,.,.,.,.,X,X,.,.,3,.,.,.,X,X,.,.,.,.,.,.,.,.
.,.,.,.,1,.,.,.,X,X,.,.,2,.,.,.,X,X,.,.,.,.,.,.,X,X,.,.,1,.,.,.,X,X,.,.,.,.,.,.,X,X,.,.,2,.,.,.,.,.
X,X,X,X,X,X,X,X,.,.,X,X,X,X,X,X,.,.,X,X,X,X,X,X,.,.,X,X,X,X,X,X,.,.,X,X,X,X,X,X,.,.,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,.,.,X,X,X,X,X,X,.,.,X,X,X,X,X,X,.,.,X,X,X,X,X,X,.,.,X,X,X,X,X,X,.,.,X,X,X,X,X,X,X,X
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
.,.,S,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
